,user,location,text 
242,solidember,"Halton Region, ON","#GameDevPaidMe well this is more of a question.

For my current/former Valve devs out there, how much did you get paid for working on games like Half Life, and Team Fortress?

Genuinely curious"
243,Slaktus,"Barcelona, Spain","#GameDevPaidMe €40 per hour on current project. Bumping to €50 on next because life is too short. At the moment I am 70% personal project with art funding and 30% contract work so monthly income is €5000-6500 depending on hours worked. Comfortable, but not high."
244,artoferin,"in the woods, WA","#GameDevPaidMe 

I'll give you the range:
lowest 2007 - entry level 2D artist $20/hr
highest 2017 - senior level 2D artist $58/hr

These are Bay Area/Seattle area wages. 

Freelance I try for $40-50/hr, often ends up being less"
245,yaustar,UK,"Anon Game Dev salaries can be found here: https://t.co/kgyHihHNT4

#GameDevPaidMe"
246,scowlingamercat,"Bay Area, Califorina","#GameDevPaidMe ....

exactly 0$ and two years of massive depression since graduation 5 years ago"
247,K4lul0su,,"#GameDevPaidMe 
Associate Technical Director, Paris
Ubisoft year 0 &gt; 37 k€
year 1 &gt; 39 k€
year 2 &gt; 42 k€

They did take into account my 3 years of non-gaming experience as well, so that helped."
248,yaustar,UK,"#GameDevPaidMe 

London:
2010 (Senior Programmer): £40k
2011 (Senior Programmer): £43k
2013-2017: £??? (Multiple roles) 
2017 (Lead Programmer): £65k
2018 (Startup): £???
2019 (Senior Programmer/Project Manager): £75k
2020 (Partner Engineer): £???"
249,DamianSommer,"Toronto, Ontario, Canada","Seeing some of these #GameDevPaidMe numbers though, GLOAM's rate (which is the same for everyone) really isn't nearly as bad as I thought, especially for a fairly chill, flexible, accepting work environment. I hope to be able to grow it eventually."
250,Physicalpariah,,"#GameDevPaidMe

Sydney Australia, wages in AUD.

Artist intern 2012 $0
Artist contractor 2012-13: $20/hr max $400 per week.
Artist / team Lead 2014-15 $45,500 p/a 
Graphic design / game dev contractor 2015-17 $25-50/hr
Game dev 17-now 80k p/a

*all pro-rata at 4 days /week"
251,confusedzombi,,"#GameDevPaidMe Showing why small and one person indie studios really took off despite the obvious risk. Industry for experience, small business for success."
252,GWSsinclair,American Samoa,"#gamedevpaidme Here's a thread with the main sources for data on game devs in general. In addition to pay data, you might find lots of contextualizing stuff in there too.

https://t.co/Po7t9Io0Np"
253,derpzila,The internet,"#GameDevPaidMe damn, its humbling reading what people are paid, both right and the low, massive discrepancies,  and then theirs me and my buddy happy to make $16/mo on patreon while we work away between ourselves."
254,ZombifiedSpartn,,Looking at the #GameDevPaidMe posts and realizing that it was probably a smart idea to abdandon programming and instead go for a communications major. Glad I made that choice when I did! https://t.co/buffotwGUv
255,SamSantala,"Dublin, Ireland",Seeing all these posts on #GameDevPaidMe and as a European Concept Artist I'm suddenly feeling very justified in my freelance rates.
256,qcfred,Hell,#GameDevPaidMe Was paid 13$/h as a QA while studying in school. It was a fun job and glad i had it and the pay was more than minimum wage at the time. I didn't expect to make some crazy salary. If you are 40 still doing this learn to code or something to me it was a student job.
257,RiotNekomaru,Los Angeles,"#GameDevPaidMe
Gearbox:
08/11, QA Tester (when I started) - $8 an hour, no benefits
01/14, QA Tester (when I left) - ~$15 an hour, no benefits
Riot:
01/14, QA Analyst - $18 an hour, full benefits
[3 title promotions &amp; 6 annual raises later]
Current - ~$104k salary, full benefits"
258,Harrison2286,"Mobile, Alabama","#GameDevPaidMe And as a note, the general price of vidya keeps going up. Is that increased cost going towards increased pay for the fine people who create these works of art?

Apparently not. It's going into the pockets of the people at the top which is just...so typical."
259,GWSsinclair,American Samoa,#gamedevpaidme Here's a good source to compare game salaries to other tech industries. https://t.co/fIj4iEf5Ev
260,FangxLight,USA,"Imagine if it was put into law. That everything people make should be public? Disadvantage: people know how much you make, no privacy for it. Advantage: wages would probably go up or bare minimum be more balanced out.  #GameDevPaidMe #politics"
261,DeckNine_Phil,"Colorado, USA","#GameDevPaidMe differently depending on the project, in most cases.
$10/hr at the start.  Nefarious (a year and a half into my career) was around that, but I was part time and got profit sharing (and still do).
Was at $25/hr after 4 years.
Currently 68k salaried for programming."
262,Harrison2286,"Mobile, Alabama","#GameDevPaidMe Hey, I don't make vidya - I just play it. But, I do know that if devs are being underpaid, and I'm sure so many of them are - that's something that needs to be addressed. These companies make billions off the backs of that labor, so they can afford to do right."
263,yaustar,UK,"#gamedevpaidme CIS Male. Base salaries only and for studios that no longer exist (unfortunately) 

(there are other benefits, stock, bonuses which vary between the roles)

Surrey:
2006 (Level Scripter): £17.5
2007 (Gameplay Programmer): £25k
2008 (Gameplay Programmer): £28k"
264,Amphi28,"Seattle, WA","#GameDevPaidMe

$12/hr Test Associate
$12.50/hr Test Associate 2
$16/hr Test Lead
$21/hr Remote Contract Environment Artist(No Benefits)
$19/hr Contract Tester

I've just begun getting into livable wage territory almost 2 years in. All of these positions were in the Seattle area."
265,GWSsinclair,American Samoa,"#gamedevpaidme WGGB's International Game Writers Survey is still open, so feel free to put your answers there to influence union/open salary data as well! https://t.co/8ogdP3BI40"
266,IRLHermit,Democrat Twitter,#GameDevPaidMe absolutely nothing... if anything I have to pay them to test their shit game... looking at you Fallout 76...
267,Devon_Wiersma,"Toronto, Ontario","And I've also heard from them how new devs don't know how hard it is to get to where they are, which is absolutely wrong. Students are overworked, exploited and underpaid IMMENSELY b/c they have to fight to even get through the door nowadays  #GameDevPaidMe"
268,radiatoryang,"New York City, NY","echoing some vital context for understanding #GameDevPaidMe ""high"" US salaries: it doesn't feel as high when you consider the basically unregulated rent, car payments (weak public transit), student loan payments, out-of-pocket healthcare costs (even with insurance), family, etc."
269,MrEmjeR,Netherlands,"#GameDevPaidMe I pay myself, I am a POC, but I don't give a * about that. Over 8 years experience as 3D generalist and programmer in my own business
I earn 10K per year and I am happy with my live. I do work that I love and I know I will grow. 
What I earn is in my own hands."
270,Gatsby_Not_Blue,,"#GameDevPaidMe

Telling this from Husbands side. 

Hubby is Mexican, immigrated to Canada from the States.  Couldn't get a job in the industry even though he went to college for it in the States.  

2 Years later my white parents paid for his tuition for a Canadian game school."
271,AbyssKit,"Idofront, Sea Of Corpses","#AnimationPaidMe #GameDevPaidMe
Not so interesting as I've worked the same job for 6 years, but...
Started off as a Junior Previs Artist at £20k a year. After a few incremental payrises and going full-time, I was promoted to Senior last year and now I'm on £34k.
Yay transparency!"
272,clplaysgames,The Internets,I'm incredibly grateful that #GameDevPaidMe is going on right now because we *need* to have conversations around compensation. The assumption that one doesn't talk about how much they make allows for our employers to get away with paying wildly different wages 1/?
273,NebVol1,,#GameDevPaidMe why is the game industry the worst
274,Paul_Par,"Santa Barbara, CA",Not to mention addressing the startling lack of retirement benefits #GameDevPaidMe https://t.co/vpVAukwxyV
275,Devon_Wiersma,"Toronto, Ontario",One thing I hope people also realize through #GameDevPaidMe is just how vulnerable new devs and ESPECIALLY students are. I've heard lots of words about devs who have been in industry for years about how they're not being compensated enough or given respect (they're not)...
276,thegreatrog, ,"#GameDevPaidMe scrolling through and thinking, although low, way better than those of us that couldnt get into the field. My first job at 5.75 in 2002. In 2005 I changed companies and for 9/hr.Although these dev salaries are low, I couldn’t get in that field, so I got almost half"
277,FacingGames,USA,"#GameDevPaidMe: If you want to talk about your salary and the problems there, please don't talk about your race, it generally has nothing to do with it."
278,finallyMorgan,"Swanley, South East","#GameDevPaidMe

UK, South East

Programmer, started at at ~£24k/yr in 2014

Things fluctuated because job changes (x2), maternity leave, switching to part time for a while, but on average it's been going up by about £2.5k a year.

White, EU, openly NB now but started as a woman."
279,Devon_Wiersma,"Toronto, Ontario","I'm a queer white man who wasn't out when I got any of these jobs, #GameDevPaidMe: 

1) 'Level Designer' at a startup: Reimbursement for transportation (I also did Narrative and Game design tasks...)
2) Jr. Level Designer, Indie: $14/hr
3) Level Designer, AAA: 45k a year"
280,rautaSydan,Finland,"#GameDevPaidMe 
white, male, 30, programmer, last two jobs:
~15€/h (6h days 5 days a week, remote, lived at my grandmother's place)
~15€/h (Helsinki, not a game company but mostly game dev)"
281,florenttunno,,"#GameDevPaidMe

Lighting artist intern in an indie game studio, Paris  : 1000€ a month, had to add 600€ from the money I saved previously.

Junior Lighting Artist in Paris : 25k€/year before taxes.
Paris is a very expensive city, it's not a lot but it's not bad either I guess"
282,Ryan_Treadwell,"Austin, TX",This is great advice on how to use this data from #GameDevPaidMe. And it works. I watched her do it. https://t.co/RSl4wNW1j1
283,TheBestDannyBoy,Earth for now,"Looking at #GameDevPaidMe, I'm convinced that game development is the worst job in Computer Science.

Players trash talk you, companies underpay and overwork you, and your career isn't considered serious.

Thats brutal considering what you need to know for that job."
284,DamianSommer,"Toronto, Ontario, Canada","#GameDevPaidMe Here's some fun numbers from someone who's had a small hit and is now running a studio (in USD):

2010-2013: $1k 
2014: $100k &lt;-The Yawhg Launches
2015: $66k 
2016: $30k &lt;- After this point, minus money gone to GLOAM
2017: $10k
2018: $30k 
2019: $5k"
285,KieranTMR,,"I don't mind paying about my salary for #GameDevPaidMe ! White, Male, Leamington Spa. QA 

Started only a few years ago straight out of University on 18K 
With a raise every year so far now around the 20k mark. https://t.co/u46ZpHh9ID"
286,TheChungle,Montreal,"#GameDevPaidMe 

I don't generally like to disclose salary and won't do so widely, but if any underrepresented folks (Women, PoC, LGBTQ, etc) are interested in QA professional salary ranges, DM me."
287,Bradway_1,California,"#GameDevPaidMe 

28, White, Non-Binary (Male presenting), California Bay Area.
QA Tester- Telltale Games: $15/hr, no benefits, contract,  2+hours of overtime nearly each day.
Compliance QA Tester- Bandai Namco Entertainment America: $17.50-$20.00/hr, contract, infrequent overtime"
288,IanSchreiber,"Rochester, NY, USA","#GameDevPaidMe $1500 to 4000 for teaching a single 10-week 3-credit-hour online game design class as adjunct, 90-100k as full-time tenure-track while my students make 11-15/hr, for those of you wondering about the academic side. (2/2)"
289,RealAspireGames,,"Okay, I hate tweeting about trending topics on my game dev Twitter but I feel like I have a responsibility to be part of the #GameDevPaidMe conversation since it hits close to home with my dream and passion in game development."
290,IanSchreiber,"Rochester, NY, USA","#GameDevPaidMe $60k in Boston 2000-2003 as mid-level gameplay programmer, 32k in Western Mass 2003-2006 as entry-level game designer, 60-120/hr as a freelance designer after that. I'm a straight white male person. (1/2)"
291,SebbieMayCry,,"I don’t know how many people know about this, but I am a writer and aspire to write for the video game industry and hopefully will soon. But today, I would like to air some thoughts I have on the current #GameDevPaidMe hashtag and on the video game industry."
292,taylorcocke,"Los Angeles, CA","There's a contingent of people who see the salaries in #GameDevPaidMe and are like ""lol this person is complaining about $40k/yr""

Yes, labor is worth more than that. People deserve a living wage when they're making companies millions and millions of dollars. Fuck off."
293,SpringingTraps,The United America of States,Me twenty minutes ago feeling confident about a job in game design vs me after reading all the #GameDevPaidMe tweets about game devs being underpaid https://t.co/XscNRbGeh7
294,virusq,"Seattle, WA","#GameDevPaidMe 
PHX:
2013: Third Party QA (full time) $8.50hr
2014: (raise) $9.50hr

SEA:
2015: Disney QA (contract) $15hr
2016: Disney QA (salary) $52k
2017: Software Localization, non games (contract) $27hr
2018: (same) $27hr
2019: Niantic QA Lead (salary) $95k"
295,ahtweet,Seattle,"#GameDevPaidMe 

Amazon
2019, PM - 122k base, 36 RSUs
2018, PM - 114k base, 21k bonus, 14 RSUs
2017, Game designer - 100k base, 27k bonus, 4 RSUs

Wizards
2016, Sr PM (contract) - $36/hr
2015, CM (contract) - $25/hr

and that's why you never, ever take a contract as a favor ;)"
296,RhythmP5,United States,"Not a salary, but out of curiosity, does anyone have any advice for someone wanting to get into the field but is completely new to it?
#GameDevPaidMe"
297,allisonperryart,"Los Angeles, CA","#GameDevPaidMe 
2016-2017: $72.8k, concept artist, now-defunct VR start-up 
#TechPaidMe
2017-2019: $95-100k, storyboard &amp; concept artist, Snap Inc.
#AnimationPaidMe 
2019-2020: $115.8k, visual development (feature), Skydance
2020: $150.8k, visual development (feature), Netflix"
298,Hivenst,"Indiana, USA","Me White male College dropout

10$/HR QA: Contract through 3rd party
12$/HR Freelance QA Bay area
Volunteer Esports / Tournament production Facebook group
Volunteer Esports / Manager https://t.co/xKt1HDiWFx 

fixed spelling mistake #GameDevPaidMe"
299,benprunty,"Sacramento, CA","I'm a mix of game dev and self-publishing musician so my #GameDevPaidMe situation is unique. My yearly income fluctuates between $70k and $140k per year. 

Individual game projects have paid me anywhere between $0 with eventual royalties (something I don't do anymore), and ~$60k."
300,DamJess,"Earth, the Solar System","#GameDevPaidMe, a white cis female

2009-2012 Freelance $0 (Florida) - Journalist
2013-2014 EA $35/hr (Bay Area) - Community Manager
2014-2015 Turtle Rock $75K benefits, relo, vacation (Orange County) - Community Manager
2016-now Unknown Worlds $38/hr (Remote) - Web Developer"
301,GWSsinclair,American Samoa,"Since #gamedevpaidme is a thing, this is a good time to say hey, we're in the last stages of processing and eventually publishing salary/pay data from the 2019 GWU Game Writers Survey.

Info in the retweet for those who don't know what I'm talking about. https://t.co/6jH9ulSatU"
302,CortanaV,Seattle,"Hey, #GameDevPaidMe friends! I want to compile tweets so far, but only want to do so with your permission. Ping myself or @DesignByZoe if you want to be added. https://t.co/SdZzs38xLl"
303,VETTE____,"Toronto, Ontario","Jeez game developers are heavily underpaid for the work hours they put into it with how much these game studios make 

#GameDevPaidMe"
304,LunaRyuko,"Warsaw, Poland","seeing #GameDevPaidMe made me realize how much more people outside poland earn, and im sitting here, living in the capital, where rent costs almost half of my salary"
305,soupychloe,,"#GameDevPaidMe
2015: $45k, Bethesda. Jr sales analyst in MD.
West LA:
2017-8: $75k-$78k, Riot, LCS stats analyst
2019-20: $88k-$95k, Riot, lead stats analyst
plus bonuses and I also got relo."
306,thewritegame,,"For those intimidated to ask others about money as they’re negotiating I submit this advice I used a variation of for two different jobs.

The over/under question (2:08 in the vid). It works.

#GameDevPaidMe 
https://t.co/pkIakbhjrn via @YouTube"
307,Oskkir,"London, UK","Junior 3D Artist to Environment Artist
6 years experience
London
White, gay, cis-woman

* Yr 1- £24k +bonus &amp; benefits
* Yr 2-3 -increments +bonus &amp; benefits
* Yr 4 - £27k +bonus &amp; benefits
* Yr 5 - £31k +bonus &amp; benefits
* Yr 6 - £33k +bonus &amp; benefits
#gamedevpaidme"
308,agarcellano,"Albany, NY","Looking at some of the #GameDevPaidMe posts made me realize I either sold myself too short back then or was fine w/ what I had. I tried not to look at me being a POC as factor, but maybe?"
309,AznSenSation702,Las Vegas,"#GameDevPaidMe 
Take Two Interactive - 2k Games 
-QA Tester as a 27yo cis asian male 
-$10/hr+OT (8 hrs on Evolve or 14 hrs on NBA2K/Mafia 3)
-3 years, no raise, &amp; benefits - health/dental/401k
-Separating from 2k Games to stream full time was the best decision for me 👍"
310,andrewleemurray,,"#GameDevPaidMe 

2007: Concept Artist @ Turbine (now WB): 45k
09: Concept @ Tencent Boston, 55k
10: Concept @ Big Huge Games, 62k
12: Sr Concept @ Zynga East: 85k, transfer to SF, 97k
14: Concept Artist @ DeNA West, 78k
15: Sr Concept at mid-core f2p studio, 97k, 2018 102k"
311,qorquiq,"Los Angeles, CA","LRT once you’re at a point where a company is going to give an offer, they are putting their eggs in your basket and as long as you have a couple of reference points for what industry standards are there you should feel free to ask for 10-20% more than that. #GameDevPaidMe"
312,Drachis,Cali,"#GameDevPaidMe 
Game Artist/ Technical Artist, USD
2008: internship 10/hr
2009: internship 20/hr
2010-2012: Riot 50k
2013: Riot 52k, +50k equity
2013: Heavy Iron - 65k
2014-2016: PlayStudios 95k 
2016: 35/hr , (30k/yr)
2017: 500/day (35k/yr)
2018: NGE 95k 
2018-2019: TTF 105k"
313,GregoryRich19,"Los Angeles, CA","#GameDevPaidMe #AnimationPaidMe #VFXPaidMe - (24 cishet Asian)

Summer 2016 (undergrad): Technical Intern - unpaid
Summer 2017 (undergrad): Technical Artist - $20/hr 
2018 (3 months): Technical Animator - $25/hr
2018-Present: Pipeline Technical Director - $30/hr, bumped to $35/hr"
314,lazerbeard,"Redmond, WA","#GameDevPaidMe 
32, white, cis, male, gay(but not presenting), engineer
(2010) 343 industries -  81k salary.
(2020) still at 343 - 144k salary.

I'm well aware that beyond my privilege I also got insanely lucky to land a job like this."
315,flownepp,"Altenburg, Germany",#GameDevPaidMe Super useful hashtag. My first couple jobs were in the $24-30k/year range around 10-12 years ago. Not gonna talk numbers about recent years but it wasn't anywhere near what i see listed from people with similar skill and experience.  *sadfrogface*
316,leslee_annsh,i move literally every week,"ok #GameDevPaidMe (in USD)

in LA (all Riot) —
$12, $15, $18/hr, player support
$20/hr, writers asst/writer (I didn’t get a bump with my promo to writer)
$24/hr -&gt; 70k, dev mgmt

Seattle — $65k, production

Bay Area — $45/hr, production, temp

LA (now) — $115k, prod, relo, bonus"
317,pauljoannon,France,i see a lot of comments about #GameDevPaidMe and how people have to be better at negotiating salaries. no. people shouldn't need to bargain to have a decent pay-check.
318,HelyxNegator,,"#GameDevPaidMe 

I've been doing QA and testing on a variety of platforms for over 20 years and have yet to be paid."
319,BlanKinGaming_,,I'm seeing this #GameDevPaidMe which I have no clue what it is but damn I'd have to work 3+ years to even reach what ye are making.
320,Rick_Lesley,"Mountlake Terrace, WA","#GameDevPaidMe 
White cishet male in Seattle, happy to help w/transparency:
09-10: Flashgamelicense admin/tester (contract)- $9/hr, no benefits
10-11: Amazing Society, designer (contract) - $12.50/hr -&gt; $19/hr, no benefits
11-13: Zombie studios, LD - $46k, + standard benefits"
321,PrezThompkins,"Los Angeles, California","2014:
Started QA at $12/hr. No Benefits

2015:
14/hr

2016:
Promoted to Designer
16/hr

2017:
Hired full-time from contract
45k, Benefits, some bonuses, and stock option.

2019:
52k

Then I moved to LA for a job and got cut due to COVID x.x.

The hill is steeeep!

#GameDevPaidMe"
322,MostafaMHawke,"New York, USA","27 year old Bangladeshi working in the United States.

#GameDevPaidMe 

2018-2019 - Unity Developer at an indie studio, $30k-ish

2020-present - Game Designer at another indie studio, $50k-ish"
323,nyymz,Almost free,#GameDevPaidMe Are there any black people in this thread who made a decent salary?
324,pikachuu2,London,"#GameDevPaidMe just makes me so sad.

First QA offer was 16k junior in central london (I did not accept)

My advise to QAs in this field is go somewhere else technology-wise, it might not be games industry but it is still just as interesting and the skills translate."
325,SIRrosen,"Brooklyn, NY","#GameDevPaidMe where me is a 32 yr old cishet white man:
$0 - Programming Intern at Creat
$12/hr - QA at Irrational
$40 K - Associate Designer at Irrational
$70 K - Technical Designer at Klei
$90 K - Systems Designer at Hangar 13
$70 K - Designer at funded company I helped start"
326,TheGameDev1,Canada,Reading the #GameDevPaidMe tag as a university student who is majoring in Game Development https://t.co/abj7AWDfNc
327,RealAspireGames,,I may have a Solution for the #GameDevPaidMe trend.... Go indie?? 🤷‍♂️😅
328,emmabellish,Vancouver,"#GameDevPaidMe

Jr. Producer: $20/hr -&gt; Producer: $25/hr

If I was working full time, it would be
52k CAD, or approx 38.5k USD.

Indie studio in Canada
Flexible work schedule
No benefits
Straight pay for OT (no time-and-a-half)
No crunch

(1/2)"
329,LiaSae,"Stockholm, Sweden","#GameDevPaidMe
White, cishet-female-passing but actually pan agender dork, dual EU citizenship. All numbers post-tax take-home per month.
Now freelancing and paying myself 20.000SEK.
DICE, associate SE then just software engineer: Between 25.600 and 28.000
Bitsquid: 28.400 ish"
330,dexthedrone,Dark space,"For anyone who is a Game Dev student or are considering going into Game Dev, I highly recommend reading all the current #GameDevPaidMe posts."
331,Elizle,"Indianapolis, IN","Tech Workers need to fucking unionize!
#GameDevPaidMe"
332,aldershot8008,↓↘→ PPP,"I was a 3D modeling student and half way through my course I learned from the industry that you make pretty much min wage for at least the first 5 - 10 years or longer. 

I was at the end of my course and decided the stress and investment of my life wasn't worth it
#GameDevPaidMe https://t.co/hpO109otNR"
333,brilunart,"California, USA","Sharing information makes us stronger, especially for regularly underpaid departments like QA. #GameDevPaidMe https://t.co/E4PfySZF2Y"
334,MrMcSouL,Greece,Everyone getting game design jobs but my  country does not even have game design college feelsbad #GameDevPaidMe
335,maxnichols,"Bellevue, WA","#GameDevPaidMe
cishet white man, 32, w/ BS degree. USD

Later career near Seattle. These roles had insurance:
- Temp Associate Production Engineer '15: $43k
- Senior Production Engineer '19: $110k + $23k bonus
- Senior Technical Designer '20: $123k + ~$43k bonus

*Bonus varies/yr"
336,maxnichols,"Bellevue, WA","#GameDevPaidMe
cishet white man, 32, w/ BS degree. USD

Early career near Boston: 
QA contractor 2010, no ins, ~$25k
QA 2011, w/ ins: ~$27k
Associate designer 2011, w/ ins: ~$30k
Associate designer 2015, w/ ins: ~$40k"
337,maxnichols,"Bellevue, WA","#GameDevPaidMe
I am not a lawyer and this is not legal advice. My _understanding_ is that your right to talk about and share your salary info is legally protected in the US, though details vary by state. 

Not risk-free, though, depending on your workplace."
338,KerBob97,,"People ask me why I left the arcade industry and I just 
👉 #GameDevPaidMe 👈 https://t.co/23W9z9Wavb"
339,maxnichols,"Bellevue, WA","#GameDevPaidMe
Love this pay transparency hashtag. I wish I was seeing more established, white male developers normalizing this - since we can do it with less risk, AND our pay is needed for contrast."
340,Damien4Sure,"Kingston, Ontario",#GameDevPaidMe For every 1 person earning $100K+ in the industry there are 1000 people earning just above minimum wage. For every 1 indie who earned money on their released project there are hundreds of thousands that earned $0. #GameDevDoesntReallyPay
341,pigmalien,"Hendersonville, NC","#GameDevPaidMe
Cookies
Spam
Bugs"
342,scottlee,"Houston, TX","Lots of people doing incredibly valuable work but #GameDevPaidMe reveals they're not even breaking $90k a lot of the time.

This will just continue to keep me out of studios and working on business apps. 🤷‍♂️"
343,driakos,"Temple Terrace, FL","@kchironis Designer, EA 2001-2008 $20/hr
Designer/Lead Tech Artist, Zynga 2008-2012, 70k + stock op

You are far better at negotiating it would seem :)

#GameDevPaidMe"
344,Steve_Bromley,"London, England","#GameDevPaidMe The Games User Research community have put a lot of effort into their salary survey for the last few years. https://t.co/2CPXWW3ny0

Highlights the difference between user research salaries in games vs other industries."
345,spacecowgoesmoo,"Los Angeles, USA","Been in gaming on-and-off ever since 2008. 2008-13 as a designer/musician, 2013-20 also as a developer. 5 major shipped projects and I've been #3 worldwide in the app store. 

#GameDevPaidMe minimum wage in 2009, and a few hundred every other year.

(Looking for work in LA btw)"
346,jellocube,,#GameDevPaidMe nothing and this hashtag is eye-opening
347,skeeeooo,"Washington, DC",Game devs wanting to be paid more for busted games where I can't walk over a 1 inch rock. Yeah Ite. You had 1 job and 75 people to get it done. #GameDevPaidMe
348,Ovendonkey,"Santa Monica, CA","#GameDevPaidMe as a white guy in LA. These are all contract positions.

2015 - $12.50/hr QA at Naughty Dog
By the time I left 2 years later I was at $15/hr
2017 - $16/hr QA at Santa Monica Studio
2018 - $17/hr ""veteran"" QA back at Naughty Dog 
2019 - $26/hr Senior QA at SMS"
349,DisOmikronCJ,"Bamberg, Germany","#GameDevPaidMe

26, German, self-taught freelance composer, uni degree yes but not gamedev related at all

2017: started; first (heavily under-)paid gig after 7 months in May 2018

2020: still turnover tax-exempt since I earn much less than 22,000€ (~$25,000) a year."
350,catacalypto,,"Not really on twitter right now, but I do recommend checking out the #GameDevPaidMe tag for people sharing salary info for transparency."
351,kokocatkins,UK,Constantly shocked by how little people earn in the games industry. What the fuck kind of salaries are these? 😔 #GameDevPaidMe
352,MinitankGaming,"Boston, MA","I understand that budgets are tight in Game companies, but some of these salaries I’m reading, especially in QA field, are staggering.

QA remains one of the most under appreciated roles in the SDLC. More would career it at a high level if they didn’t get paid shit
#GameDevPaidMe"
353,DingoDog35,Seattle Wa,Game development when the game company decides to sign you up for a beta test promising you the full version of the game for free then taking away the game from you and telling you to go fuck and pay $30 #GameDevPaidMe
354,OurLivesOnline,Montreal,"#GameDevPaidMe 

-Started early 2015 as an outsourced QA, part time, for 10.15$ an hour. (Quebec's Minimum Wage at the time.)

-Moved somewhere else, full time, later in 2015 for 10.35$ an hour. (Again, minimum wage.)

-Eidos then hired me in 2018 with a 32k a year salary."
355,EmmaKinema,"Tongva Lands, Turtle Island","A few #GameDevPaidMe samples:

🤪 0$/hr production assistant ""internship"" w/ extra 2 jobs
😬 14$/hr after 6mo of working unpaid
😢 13$/hr QA tester
👩🏻‍💻 32k/yr assistant producer
😓 41k/yr AAA production coordinator"
356,therealwohmi,The Moon,"#GameDevPaidMe

$2.36 and a shiny hat"
357,haydencd,"San Francisco, CA",All I can say about #GameDevPaidMe is that holy shit you're all getting cheated.
358,Romainfricaud,"Seattle, WA","A quick reminder, in 2019, the video game industry had $152 billion worldwide revenue ($134 billion in 2018). 

It is more than the movie and the music industry COMBINED. 

When looking at #GameDevPaidMe tweets, you think most devs are underpaid, you would be correct."
359,ziggytippi,,"every once in a while I go ""well maybe I should've just continued with something in the games industry or something"" and then I see stuff like #GameDevPaidMe and like, for all the bullshit my industry is looking to have especially as a WOC, at least it's not /that/"
360,CulturalGeek,,"Wow, #gamedevpaidme has highlighted how underpaid writers are at some studios. I used to be frustrated that I had a ""designer"" title in roles where 70% of my job was writing and narrative design, but apparently that meant I was making 10-30% more for very similar work."
361,gregbuchanan,He/Him,"I was open a while back about my rates historically but here we go again, #GameDevPaidMe -

£150 p/d starting out
£200-250 for the first year or two 
£250-450 now (depending on studio size, budget, availability, whether I’m doing it for a friend or small indie or corp, etc)"
362,prophet_goddess,connecticut,holding a permanent grudge over everyone in #GameDevPaidMe who gets paid more than me so i can fight them all in a cage match in hell when i die
363,NambreadNam,"Midlands, UK","#GameDevPaidMe
White cishet male, UK, Midlands.

QA Tester - £7.50 - £7.80/hr (got a ""pay rise"" when min wage went up)
Junior Technical Animator - £22k
Technical Animator - £27k
Senior Technical animator - £35k

Found it difficult to find figures on my own job, hope it helps!"
364,DilloniusRex,"Redmond, WA","#GameDevPaidMe
QA Tester I (Microsoft/Experis) - $13/hour
QA Tester II &amp; Test Lead (Microsoft/Experis) - $15/hour
QA Tester (Sucker Punch/YoH) - $18/hour (raised to $19)
Benefits offered in all instances were gouging at best. 
Moving out of GameDev and into VR tripled my income"
365,RomanLionz,,For anyone interested in #GameDevPaidMe for Sweden - we have the (over 500) results from a recent anonymous salary survey available to view here: https://t.co/v4kyoYb7Ai
366,TuukaStefanson,Innsmouth,Big factor to consider when looking at #GameDevPaidMe is that the locations of most studios are typically in the most expensive cities of the respective country
367,JonnyJ17,"Hawthorne,Ca","I'm excited for some of you but also extremely disappointed #GameDevPaidMe $15 an hour as juior UI engineer straight out of college  8 years ago 

I had to fight to get my 50K a year salary as a mid-level engineer 4 years in with several published mobile titles."
368,McFunkypants,Canada,"Extremely informative reveals of #gamedev salaries. Useful to know if you're getting a good job offer.

Search the #GameDevPaidMe tag and inform yourself! This info will help you negotiate your pay with more confidence."
369,BlairBroon,"Los Angeles, CA","U.S. video game content generated $35.4 billion in revenue in 2019.

Ask for more money.

#gamedevpaidme"
370,NeoGAFThreads,The Cloud,#GameDevPaidMe Hashtag Trending in the United States on Twitter https://t.co/qV30QO1PlW #neogaf
371,GeminiIsaiah,United States,"Stream Starting up! we playing some League of Legends!
https://t.co/RlzrpL5mkY

#SmallStreamerCommunity #SmallStreamersConnectRT #SmallStreamersCommunity #LeagueOfLegendsFanArt #RiotGames #leagueoflegends #LeagueofLegendsWildrift #GameDevPaidMe #gamedev #lol #midlane #adcmain #fu"
372,ahtnov,Sevilla,"#GameDevPaidMe
0€
Two indie studios, the first was purely a hobby so really no shame on it, the second, ""i wAs pAiD wItH eXpErIeNcE"" so i left

Personally, even being my vocation, i know i will never work on videogames industry, or doing it at the cost of being very underpaid"
373,TheKristofLovas,"Budapest, Magyarország",#GameDevPaidMe An important detail here that people tends to forget is what country you are working for because value of money and work highly varies based on this.
374,pacoworks,"London, England","#GameDevPaidMe

6 months internship @ Nurogames, Cologne
0€ the first 4 months
1250€ the first month, all backpayments

I'm still waiting for the salary of the 6th month, 10 years later."
