,user,location,text
142,Tauseef_R,"San Francisco, CA","#PayTransparency dialog for the #videogame industry is now trending via #GameDevPaidMe, adding to #PublishingPaidMe https://t.co/zdyR4nBFqo"
143,EdIsANerd,,"#GameDevPaidMe: ""Waaaaah, guys I only made 15k a year in a intro level position at EA 10 years ago. But all you people out of work should stay home, stop being so selfish. Also give what little money you have left to black people because 'muh racism'.""
Fuck off."
144,Sith_Studio,"Manitoba, Canada","#GameDevPaidMe
I really don't give a fuck,
Listen am a solo dev, I work for myself and have a actual stable job.
Am not going to ask for help or have sponsors or E-Beg.
My game is 100% Free and Open Source, and I don't want money.
Am also not here to please everyone either. 👍 https://t.co/q40ewV2o0G"
145,DriesTimothy,"Berlin, Germany","#GameDevPaidMe provides such a useful insight so I'll bite too!

17k £ Intern Environment Artist - 6months
20k £ Graduate Env Artist
25k £ Intermediate Env artist

I also started looking for ways to make additional income, in an effort of trying to save money for our next move"
146,MinskWorks,,These #GameDevPaidMe US wages are multiples higher than anything I’ve ever seen in this country
147,LilTrashPanda,Occupied Kizh Land,"Me: White femme with no college education, 4-5 years retail/food experience.

#GameDevPaidMe:
'11: $12/hr Blizzard CS
'12: $16/hr Red 5 CS
'14: $39-$55k/yr Turtle Rock Studios AP to Producer
'16: $55-$63k/yr Ready At Dawn Community Manager
'18: $100k/yr MCDM VP, Production https://t.co/UECs8l4l1Q"
148,OrangePeelPanda,"Boston, MA","#GameDevPaidMe 
USD. I have an MBA cishet Asian American.

WB Games (Bos)
$10/hr QA tester (this was my first job)
$15/hr QA tester (left and came back)
$50k/yr Community Manager (got this as a counter offer)

Netease Games (SF)
$70k/year Player engagement Manager."
149,ianwaprice,,"Game writer/narrative designer and tabletop rules dev, cis/bi/male 36yo.

#GameDevPaidMe $25-$50/hr as a freelancer in the past 2.5 years. Previous projects (all tabletop) were lower than that.

Haven't landed a full time position yet."
150,GeorgeHopkins__,,"#GameDevPaidMe 
Over a number of contracts in a span of 2 years, about $150k total - I was underpaid because I needed experience more than the money"
151,Voxels,French Canadian in Newcastle,"#GameDevPaidMe 

2013: 15/h CAD (voxel artist)
2014: 30/h CAD ""  ""
2015: 40/h USD (Voxel artist and Animator)
2016: 103k/year USD (Designer, Voxel artist and animator)
2017: 45k USD/year (Voxel artist and Animator)
2018-now: 30k GBP (Co-founder, creative director)

was FT in 2015"
152,murduril,,"oh we talking about #GameDevPaidMe ?
I don't have a ton of experience but it's definitely why I've branched to other things now 
QA/EA - 11.50/hr, no benefits, not allowed to participate in full employee events (I was contracted)

QA/ Coalition-Microsoft - 12.65/hr 

good times"
153,tbwrightartist,"Dallas, TX","#GameDevPaidMe Game dev salaries have always been a mystery to me. Growing up I was taught to never, under any circumstances, tell someone how much money I make for...reasons. It's hard to shake that mentality for a lot of people. But transparency is good so..."
154,kelseawashere,,looking at #GameDevPaidMe makes me sad bc i want to go into the game industry but so many people are underpaid for their work :(
155,Kokonaught,Paris,"- current position : 62k CA$ a year as a 2d animator for Tribute Games in Montréal 

As you can see, salaries and rates vary a lot here, mostly depending on the studio's size (but not only)
#GameDevPaidMe"
156,pearlbirth,,"#GameDevPaidMe
Me finding out game devs are underpaid as I just started becoming one: https://t.co/vaj1Lx0Kte"
157,PaulTheAutist,,"Ngl, somewhat concerning seeing some of the underpaid people in #GameDevPaidMe when I'm looking into being a game dev."
158,IndieGamerChick,"Indieland, SW of Pinballville","#GameDevPaidMe in oral sex to say I liked their game when I didn't.

Because, really, nobody could possibly like Thomas Was Alone, right? 

;) love you @mikeBithell"
159,hellslime69,he/him,i'm looking at some of these game dev programmer salaries in #gamedevpaidme and like jesus christ you could work in enterprise software dev making way less complicated shit for way more money
160,alabapsi,Los Angeles,"i would LOVE to hear how you all tally up based on this chart too, especially the #animationpaidme #gamedevpaidme folks who are comfortably making 6 figs today."
161,VadinciDev,Netherlands,"#GameDevPaidMe 
As a freelance game programmer (mainly JS+HTML5) in the Netherlands I have averaged about €4000 per month - before taxes and insurances and whatnot - since July 2018. The amount per month varies wildly though. Before that I made €12 per hour doing the same work."
162,liamtwose,York. United Kingdom,#GameDevPaidMe very little and I'm still doing it thirty plus years later. 😅
163,kelly_knox,"Seattle, WA","#GameDevPaidMe

$10/hr (plus OT) QA tester, NCsoft (2004)
~45k, community manager, NCsoft and Sony Online Entertainment"
164,bobbobb76311718,Russia,"@kchironis #GameDevPaidMe 
2014-2015 junior Unity dev: $3k/yr
2019-2020 web / back-end / netcode: $4.6k/yr"
165,MaracudJob,"cube, issy les molyneux","#GameDevPaidMe
French here!
Struggling with imposter syndrome and low self-confidence, female and POC.
10 years experience.

2010 - junior 2D Artist - 18K
2015 - 2D Artist - 30K
2018 - Sr. 2D Artist 38K"
166,Rostrum20,London,"#GameDevPaidMe Okay, cool for the UK industry take the $$$ from the US, half it... then... Half it again 😊 haha"
167,TheDaryaM,JIRA.csv,"#GameDevPaidMe 
White lady! 

Concept Art Intern, Gameloft New Orleans — $7.25/h (2013, fresh out of college)
Jr. Concept Artist, Gameloft NOLA — $35k starting (2013)
QA Telltale Games (both contract and staff) — $15/h (2017)
Assistant Producer Telltale Games — $50k (2018)"
168,unusualcadence,Brighton,"#GameDevPaidMe over the last 14 years:
Traveller's Tales - £18,000 to £22,000 (+ overtime and bonuses)
Frontier - £24,000 -  £28,000 (I think?)
Rare - £35,000
The Chinese Room - £32,500
Freelancing - £250 to £300 day rate. I made approx. £55,000 last financial year."
169,czircon,"Portland, Oregon, USA","#GameDevPaidMe
Started at $35K with benefits as a cinematic artist at Telltale in 2012. After six years and a move into programming, I ended up at $80K before getting laid off. Next job was $70K but lasted less than a year. I'm white and thought I was a cis man at the time."
170,PaleFeatherZen,"Melbourne, Australia","#GameDevPaidMe 
Various jobs, writing, voice acting, IT, and 3D, in that order

2016: $0/hr, Chucklefish
2017: $300? One-time flat rate, MidBoss
2017: $14/hr, Nintendo
2018: $10/hr, Poor Judgment Freelance
2019: $15/hr, Poor Judgment Freelance
2020: $30/hr, Freelance with sense"
171,ashlylorraine,"Seattle, WA","@Indigenia @BlerdyFeminist I saw #PublishingPaidMe and #GameDevPaidMe and thinking that #higheredpaidme should start trending. I know it’s bad already, but it’s time we expose how bad it is for non-white professionals in an act of solidarity."
172,NorthSkyStudios,(He/Him) 🌈 ally,"#GameDevPaidMe 

Still sendin' out them apps. One day...! https://t.co/tC2I0NrLcR"
173,CallMeFreak3,LOL nope,#GameDevPaidMe about $400... I dunno if I count though since I stated my own price. I'm doing 2D graphics for his Pokemon fan game and I didn't really know my worth so I kind of asked for $1/sprite.
174,MegganPereyra,,"Me: preparing myself to enter the game development field

Also me: *reads every underpaid tweet on #GameDevPaidMe * https://t.co/7srtaskblQ"
175,kami_banani,,"can i join #GameDevPaidMe as a first games job person? 🤔

about me: qpoc, afab nonbinary

- riot games, $103k usd annually"
176,fishhow_,Your heart ♡,"looking at #GameDevPaidMe and people sharing depressing rates got me still like.
But make video game🥺"
177,BlueSonikkku,,#GameDevPaidMe ...not even a penny.
178,TheGavinSheehan,"Salt Lake City, Utah","Watching people lose their shit over #GameDevPaidMe. There's so many topics to cover about this across the board, it can't be summed up in a single tweet, or covered in a short thread with a bow on top of it. That topic deserves a complete oral history series! #gaming #videogames https://t.co/8f6LhhYKP2"
179,ImFredB,Planet Earth,"#GameDevPaidMe  

When I was in college I was asked to create a game for Nickelodeon’s kid choice awards. I had already had a game made but they provided me assets for slime and the iconic blimp. In total I made around 7,000$ in 3 weeks and they didn’t even end up using the game."
180,ShrimpScampie,Under the Sea,"#GameDevPaidMe Level Designer, studios in Madison WI USA, $USD

2004-2008 Activision studio: ~$55k-60k

2008-2009 Independent studio: ~$40k

2009 Back at that same Activision studio after indie studio died: ~$65k

&lt;here be burnout and depression&gt;

Recent freelance work: $25-30/hr"
181,AnimalCrescent,Australia,I have no idea what a competitive salary is. What's the #GameDevPaidMe hashtag supposed to be telling me?
182,PinnieRBX,,#GameDevPaidMe no they didnt
183,JohnWisdoms,"New York, USA",Kinda of cool to see so many women in game development. I always thought they would hate to be around video games lol #GameDevPaidMe https://t.co/V9LNjGG1H7
184,PiggyCarnage,,hopefully the #GameDevPaidMe will help people realize that game prices are a fraction of what they should be
185,GammaRayKitten,,"#GameDevPaidMe
White, female, BS in CompSci
Software engineer, full-time
Location: Seattle, WA
Pay listed: base salary in USD

Xbox Dev 1 (2013): $100k -&gt;
Xbox Dev 1.5 (2014): $114k -&gt; $117k -&gt; $121k -&gt;
Xbox Dev 2 (2017): $127k -&gt; $130k -&gt; $134k -&gt; $138k"
186,phazero,"Los Angeles, CA","#GameDevPaidMe

Intern, Penumbra, 2018: $35/hr (no benefits)

Associate Designer, Insomniac/Sony, 2019-current: $63K (health,dental,401k, etc)

And for comparison because it’s disgusting: Game dev Adjunct professor UCLA approx 37k (no benefits) https://t.co/0W9ge7ltsP"
187,Mackizar,"Pennsylvania, USA","I guess #GameDevPaidMe is trending? Sure, I'll bite. 

Vicarious Visions - QA Lead: 15/hr
Vicarious Visions - Environment Artist: 45k/yr
Vicious Cycle Software - Environment Artist: 50k/yr
Vicious Cycle Software - Designer: 55k/yr

Took a break from the industry, but coming back."
188,pedrothedagger,mission viejo,Something important to add in relation to #GameDevPaidMe: were you paid for overtime or not? I took a base pay cut when I changed companies (from low 80s to mid 70s) but ended up making almost 95k because I was paid hourly and got paid for overtime vs getting a flat salary.
189,CatrionaEvans3,"Los Angeles, CA","#GameDevPaidMe

I'll also specify when I came out.

Disney Interactive Intern, $40/hr
Disney Interactive Designer, $60k-70k plus full benefits
Seismic Games Designer, $75k plus $5k moving bonus, and benefits - came out during
Niantic Inc Designer, $80k plus full benefits"
190,TigrinAE,"San Francisco, CA","#GameDevPaidMe #AnimationPaidMe Animator, white woman with 11 years experience

2011-2015 - Obsidian - Irvine, CA - $50k/year
2016-now - Ubisoft -San Francisco, CA - $93k/year

Cost of living in SF is so high I brought home more at Obsidian making half. I'm constantly in the red."
191,kris_halloran,"Boston, MA","#GameDevPaidMe 
Cis-het white woman, central Massachusetts

$10/hr - Intern
$32k - Assistant Producer
$38k - Associate Producer
$52k - bump when I had another offer on the table
$58k - Producer
^ All one co., Disruptor Beam, over 5 years, ending in 2017."
192,coil780,,"#GameDevPaidMe QA

Entry:
2007: $10/h - Kaos (NYC), contract, no benefits
$11/h - Harmonix (Boston), contract, no ben*
$12/h - Irrational &amp; Turbine (Boston), contract, no ben*
$14/h - Bungie (Seattle), contract, no ben*

Mid:
2014-now: $17-22/h - Blizzard (Irvine), FT/bens"
193,hannahnicklin,Lincoln // LDN // Copenhagen,"Looking at the US #GameDevPaidMe figures with my jaw dropped. I assume it’s what it costs to live without a safety net? 

As CEO I currently earn 40,000dkk pm which is $4k after tax (26500dkk). For our next project I’m bringing in a slightly raised 2 step flat rate (&lt;1y and 1y+)"
194,viiolaceus,"North East, England","#GameDevPaidMe
26yo, queer, cis WOC
🇧🇷
2009-12, Art/Animation Assistant: BRL$8.4k/year
2013-15, Freelance Pixel Artist: USD$20-35/h
🇨🇦
2015-16, Freelance for 1 place: CAD$45/h
🇬🇧
2016-18, Pixel Artist: GBP£35k/year + bonus+ rev share
2018-20, Co-founder/Art Director: GBP£30k/year"
195,JennieFaircloth,Toronto,"Thank you to everyone willing to share their experience in the #gamedevpaidme hashtag - I've been searching for information for an extremely long time and I have never seen consistent, reliable numbers."
196,Connera,Utah,#GameDevPaidMe holy crap it’s like slave labor. So much talent is undervalued in this hashtag.
197,Kokonaught,Paris,"#GameDevPaidMe 
- 85 to 150 euros a day in Paris animation studios as a 2d animator (intermittent)
- 12 000 euros as a freelancer for the illustrations of The Pixel Hunt's game ""Bury me my Love"" (I'd have a hard time calculating the hourly rate, sorry ^^"" )
1/?"
198,cladinrad,[ they / them ] ⚧,"This is my #GameDevPaidMe as a non binary (femme looking in society) person of colour. This is only including  game-related work:
- Unity Dev/VR at a small company 25/hr CAD
- VR Unity Dev at NFB 300/day CAD
- Mobile Unity Dev at startup 23/hr CAD first PT then FT 
(1/2)"
199,MoreAmor,,"As a POC male #GameDevPaidMe

Associate Game Designer, $35k
Game Designer, $52k
Senior Game Designer, $64k

All during my time at Pipeworks, in Oregon.

It's really important to have these discussions in the industry and your company. Talk more about it with your peers. https://t.co/gJ1pGXxbLz"
200,pavaloo,New Westminster,"#GameDevPaidMe 
28yo Indian Male Level Designer Vancouver

'12 GFG - Intern: Unpaid (-cost of my own laptop)
'13 EA - Game Designer: 23K CAD  contract, no benefits
'16-18 Capcom - Level Designer 45K CAD, full benefits 
'19-20 PGI - Intermediate LD: 60K CAD contract, ltd benefits"
201,BunnySporty,,#GameDevPaidMe is quite upsetting to me... really makes me question my opinions on pirating if the companies are basically pirating people &gt;o&lt;
202,lanxjiang,,#GameDevPaidMe PAY UP WHITE BOI
203,CampfireBlue,Probably around a campfire,"#GameDevPaidMe 
Oh wait. I’m indie. 

(I’m available. Story writer, quest writer, dialogue design, specialty in branching narratives with 2 years exp.) https://t.co/xWZiNdMad5"
204,Icommitgames,"London, England","Here's my #GameDevPaidMe
cis, white man
Both entry-level in the last two years, London

Language QA German, zero-hour contract 
9£/h
Contract ended with 3 days notice

QA Tec and Language specialist for German 
9.90£/h
Fired shortly before beginning of lockdown with 2 weeks pay"
205,Gothic901,,#GameDevPaidMe ... hope this will get something like #LateStageCapitalism trending too. Because CEOs getting absurdly overpaid and devs being severely underpaid is a symptom.
206,PokefactC,,"#GameDevPaidMe

Not telling."
207,raindeerrock,,IF YOU DON’T THINK THE GAMING INDUSTRY HAS INEQUALITY AND PREJUDICE CHECK OUT #GameDevPaidMe I IMPLORE YOU
208,SaintBenjemen,,#GameDevPaidMe and their salary complaints are ridiculous.
209,_eons,Por allá,"#GameDevPaidMe around the local mean salary on our broken economy, constant adjustments but far below the average of the local software industry, now we are reducing the gap drastically but will never reach the software paychecks."
210,arfanfk,"White Plains, NY","#GameDevPaidMe this hashtag makes it seem like these guys are paid decently, but they are absurdly underpaid for their extremely hard work"
211,CoderDawson,"Las Vegas, NV",Interesting to see #GameDevPaidMe trending for a bit today. How do you feel about this? Are you paid well in our industry?Check out the tag for some insight.
212,castpixel,christinaneofotistou@gmail.com,"#GameDevPaidMe I'm a greek trans woman.
Basic salary here in Greece is around $800 a month,~10k a year.Medical transition is ~16k out of pocket. Rent is $340/month
I freelance as an illustrator/ animator for publishing and games. Been working for 15 years, I now make ~$16k a year"
213,ItsMe11D,"Washington, USA","#GameDevPaidMe 

Seattle area, no 4 yr degree (I highly recommend getting one), 2 year Game Dev diploma

2014-2016: Teaching Assistant, Programming - $20/hr (seasonal/pt)
 
2016: Customer Support @ $15 / hr

developed js apps for employer, promoted to Senior CSR 

Now: $21/hr"
214,Kokonaught,Paris,"#GameDevPaidMe 32 yo cis white male living in Montréal, ~8 years XP.
This is gonna be a mess because I'm gonna share my salaries as an employee in France and in Canada, and my rates as a freelancer for french, canadian, and US clients, both for the games and animation industries."
215,Chdata,"Computer, Chair","Interested in gamedev, animation, or publishing? Everyone's tweeting how much they actually make in these careers, it's a nice read. #GameDevPaidMe #AnimationPaidMe #publishingpaidme 

For the record, I'm making $12.50/h in an unskilled factory job right now. https://t.co/U2BkaG4T8w"
216,carima96,,"#GameDevPaidMe Well, not really comfortable talking about this, but I know it's important. I'm Spanish, white cis

- Entry Javascript programmer with Pixi: 450€/month (24 hours/week)
- Unity VR Developer: 915€/month (40 hours/week)

The contracts where both for three months."
217,xDevilNeverCry,"Brighton, United Kingdom","As someone who's been thinking of pursuing a job in the industry ever since i finished uni, the whole '#GameDevPaidMe' hashtag thats trending atm is pretty eye opening 🤔"
218,KikiDoodleTweet,Portland,"#GameDevPaidMe 
1st job: 
Storm 8 Asset artist: offered 30k, threatened to walk, offered 55k. Raised to 65k after 5 months.
Disney: 59-62k basically never made over 65k despite promises of raises since I took a pay cut to work there.

Hourly:
Between 30/hr up to $80/hr"
219,cintavu,hello@jacintavu.com,"asian american cishet woman in Midwest (spec Ohio) graduated with BFA from CCAD with debt 
rates in USD$!
#GameDevPaidMe

2018: remote contract 3d artist $21/hr with outsourcing studio
2019: freelance 3d artist $40/hr
after a few months raised to $50/hr"
220,necrosofty,"Oakland, CA",Looking at #GameDevPaidMe I wish gamasutra still did their annual salary survey. It was imperfect but it was something! Closest we had to transparency for ages. I believe the last one was 2014:  https://t.co/UnBSXHiwLo
221,hakuku,"California, USA",@damnitfinni I think theres a #gamedevpaidme going on kinda like the publishing tag
222,iridiumegg,🏠,"#GameDevPaidMe 

I am white, AFAB, and living in SF. I have only had one job out of college to work on a game engine which pays 120k + benefits. (I know, we’re hiring for senior positions across departments)."
223,michael_kamper,Northern California Chicagoan,"Seeing #GameDevPaidMe and unsure about sharing. 

Thing to keep in mind is that pay also varies greatly based on location/cost of living.  Which is highlighted with the new WFH reality and having been told that if someone moves to a cheaper location, their pay would decrease."
224,SrBilyon,"Dallas, TX","#GameDevPaidMe
2015 - Developer of Calcusaurus: $75
2014-2020 -  Indie Game of mine, Breeze in the Clouds:

$25k invested by me so far (rough estimate, prob more)
$8k Patreon directly put into Breeze (thanks guys)
$5k merch sales, only about $800 of that back into Breeze"
225,TupelosHoney,Texas  ✈️  Sweden,"#GameDevPaidMe

2011-2020: freelance artist 
rates ranged from $16-$60/hr or ~$30k annually before taxes, no benefits 

2016: @ArcadianAtlas fulltime artist 
$30k Kickstarter funds before taxes, no benefits 

im a white gal from Texas working remotely, &amp; evidently i hate money"
226,def_tech_andrew,"Kirkland, WA","#GameDevPaidMe 
I've always told people how much I make because I feel it exposes pay inequality. Career of FTE positions in the Seattle area.

07-10 Gas Powered; Animator 40-50k
10-11 Monolith; Animator 50k
11-17 Uber Ent; Animator 60k-85k
17-19 ArenaNet; TechArt 100k
Bungie 115"
227,bernicekahay,"San Francisco, CA","#GameDevPaidMe is trending if folks want to see more transparency over salaries in game development. Here’s a spreadsheet that covers game dev salaries factoring in location and occupation. Never work for free, or if u do it’s better to spend that energy working for yourself. https://t.co/JPL6VI5dhx"
228,Zaviior,England,"#GameDevPaidMe 
Can someone explain to my why the salaries in the US for programmers are so much higher than the UK? 
UK Graduate = 20k
UK Mid = 30k
UK Senior = 50k
But £2 = $2.5
Is it worth seriously thinking about to LA/Seattle to be on $100k with another 8 years exp?"
229,Shannon_Blue_,"Vancouver, BC","If there's anything I have learned from #GameDevPaidMe, it's that artists are not paid enough..... :("
230,TomMarcham,,"#GameDevPaidMe

Splash Damage (outer London):
Intern Games Designer: £17.5k
Assistant games designer: £19.5k
Associate games designer: £22k
Technical designer: £25k
(plus small bonus)

Creative Assembly (Sussex):
Technical Designer: £30k 
System designer: £36.5k
(plus bonus)"
231,pastasauca,Brighton 🇬🇧,"#GameDevPaidMe - cishet white woman, AUD$

Game Artist $22p/h - $25p/hr
Marketing Manager (startup) $40k salary
Community Manager $52k salary
Community Manager $40p/hr
Marketing Consultant $50p/hr"
232,DrunkenCanuck64,"Kitchener, Ontario","I'm glad to see that I'm not alone in the world when it comes to underwhelming wages. #GameDevPaidMe makes me glad I didn't choose that route, not that my career pays a whole lot better. The hardest part is the cost of living in Canada, 50k a year in big cities is terrible."
233,SickHumorTV,,I find it crazy that I make more than #GameDevPaidme Devs thats pretty nuts.
234,Lizard_Hazard,,It's a great thing that people are sharing their wages through #GameDevPaidMe but I can't help but to feel a little jealous as an indie struggling just to get by... Hopefully I'll be able to pay myself a proper salary after I release my next game 😂
235,Olninyo,"UK, Bristol","Cishet white male environment/lighting artist
£33k - 2012 CG work
then games:
£36k - 2015 UK remote
£44k - 2017 UK
£47k - 2018 Singapore remote
£45k - 2019 US remote

This assumes I worked a whole year on a given day rate and took no holiday.

#GameDevPaidMe"
236,cuppy,"Austin, TX","Metaplace, CM, San Diego 2007 - $50k
ZipZapPlay, CM, Bay Area 2010 - $85k 
Playforge, Studio Director, 2012 - $115k
Riot, Contract Producer, LA, 2014 - $42/hr, no benefits
Blizzard, Sr Project Manager, Austin, 2020 - $115k + bonuses 
 #GameDevPaidMe"
237,dion0013,,"Cool hashtag. Maybe I should be a game dev. Lol. I heard a few people say being a game dev makes video games not fun anymore. Is this true? I’d like to work for a game publisher, but I’d like to do more of the admin or marketing/communications side. #GameDevPaidMe"
238,AestheticGamer1,"Portland, Oregon","(1/2) There's a #GameDevPaidMe hashtag made for people working in the bigger games industry, but as someone who makes little indie RPG Maker Horror Games on Steam, I usually make $250-$450 USD per month from my games, around $500-1000 USD during sales.

Which honestly is pretty"
239,LightningSlim1,"Guelph, Canada",I’m a waste collection agent that throws trash by hand. $40k. I play games. The #GameDevPaidMe hashtag is making me simultaneously furious for myself and poorly paid game designers.
240,moreelen,"London, UK ⭐ Valencia, Spain","I'm going to say this here cause I'm tired of repeating myself.

Marginalised freelancers:

👏Never ever ever accept less that £200 a day.👏

Ask your cis white male colleagues their rates. Look to your industry union for the standard.

#GameDevPaidMe"
241,bogboogie,"Chicago, IL","I had the beautiful luck of meeting Evva in a Game Devs of Color discord server. As a QPOC starting in games and fostering an indie studio, I had no idea what was the “norm” for deals+ salaries. This is an amazing directory. Being transparant about #GameDevPaidMe is important! https://t.co/0GBmeaLjBE"
242,Goldrushcomic,Seattle,"Have not been published in comics yet. But I can do the #GameDevPaidMe one!
So I was paid $2200 by a small company to write the plot, over 200 pages of dialogue, and design every branching tree in a choose your own adventure game.
Also worked on another indie JRPG- Paid $0"
243,fluffy,"Seattle, WA",Oh and there's definitely an inverse correlation between how hard I worked and how much I was paid. #GameDevPaidMe
244,EvilShanon,San Francisco Bay Area,"I find that the jobs that worked me to the bone, devaluated me and stole my life, paid me less --

And the jobs that gave me time to have a life and are creatively supportive, paid me well. 

Appreciate the studios and people who appreciate you!

#gamedev #GameDevPaidMe"
245,JadeMonsuta,,"#GameDevPaidMe 
I'm the CEO of Xysspon.

We're too broke to give paychecks to even me."
246,Vialixia,"England, United Kingdom","As a second point to the #GameDevPaidMe tag, here is a list of things that studios often do during the hiring process that cause issues for low income candidates /thread incoming"
247,JonTetrino,Europe,"An important point about the #GameDevPaidMe hash tag for those working in ""normal"" software is that yes almost every single one of these rates is well below what us generics would accept and yes this is a real fucking problem in the industry."
248,akheraCZ,Czech Republic,"Let's get #GameDevPaidMe going in Czech Republic too, transparency helps us all. All numbers in CZK per month:
Disney Mobile Games:
QA tester, 2012 - 30k
QA lead, 2014 - 38k
Keen Software House:
Junior programmer, 2016 - 35k
Advanced programmer, 2019 - 50k"
249,fluffy,"Seattle, WA","Seeing a good conversation on #GameDevPaidMe 

Ubisoft, 2004-2005, platform/graphics/sound engineer: $50,000 (in fucking *Manhattan*)
Sony, 2007-2012, platform/middleware engineer: $120K (San Francisco)
HBO, 2015-2016 VR performance/infrastructure: $180K (Seattle)"
250,LegendaryVermin,,"When I was read as a white cis straight man in 2014, Cat Daddy Games hired me on as a jr programmer for $65k a year. When I left three years later I was earning $75k.

#GameDevPaidMe"
251,EvvaKarr,"St Paul & Minneapolis, MN","Salary info is trending again via #GameDevPaidMe

Here's an anonymous North America salary directory I made a few years ago to ensure people get paid what they deserve. 

💵Salary
⚕️Benefits
🌎Region 
📔Demographics

Add yours &amp; share➡️https://t.co/LU92JqIEih"
252,vanartsradio,"Vancouver, B.C.","Game Devs, Authors, and Animators are sharing their wages 🧐 -KS  #GameDevPaidMe #PublishingPaidMe #AnimationPaidMe"
253,iamleyeti,France,"If you have questions and / or comments, feel free to DM me

I encourage you to look at the #GameDevPaidMe hashtag and see how widely it changes, especially for women ad minorities"
254,BlackMajic_,Toronto,"cishet white guy, Toronto, CAD$, Mobile/Casual, 2+ layoffs
All had good benefits, *=RRSP matching, ^=1+ bonus
#GameDevPaidMe 
'09 QA 30k*
'10 Programmer 30k^
'12 Prog 50k(*?)
'13 Lead Prog RevShare, no benefits
'14 Senior Prog 60-65k*^
'18 Senior Software Engineer 105k +stock*^"
255,Taylor_MFD,"Redding, Ca","I love that #GameDevPaidMe is trending.
Not discussing your wages only helps your boss."
256,SoundSync5000,,"#GameDevPaidMe 
Only did two composing jobs as volunteer work. Neither of them were high profile"
257,TotoMimo,"Newcastle, UK","#GameDevPaidMe 

I was all over the place, but I was:

£17k Art Intern
£21k Artist and Animator 
£27K Artist and Game Designer

Then I was made redundant, and moved to a studio during a job crunch, where all that was available was:

£18k Junior Artist

and the cycle restarted!"
258,iamleyeti,France,"#GameDevPaidMe
As a narrative designer:
Ubisoft, 0 to 4 years of experience: €22k (average)
Asobo, 4 to 6: €26k
Sumo, 7 to 8: £36k
Freelancing, first year: €330 / day
Since last year: €450 / day

#gamewriting #gamedev"
259,redlianak,Toronto,The #GameDevPaidMe tag is excellent. Essential info so contractors can negotiate fair pay.
260,n2ashel,"California, USA","#GameDevPaidMe 

spent last year at NOA on contractor QA. $13.5/h starting, upped to $15/h at the start of the year when the baseline went up to $14.5. still nigh-unliveable without 2+ roommates, but more stable than some of what i've been offered since (4 month contracts? nah.)"
261,wonderconey,,#GameDevPaidMe $0.7. Deadass.
262,Alex_Rams13,"Vancouver, BC",The now trending #gamedevpaidme is such a terrible idea
263,EvilShanon,San Francisco Bay Area,"...and I was treated like my skill set should be 'feminine,' i.e. administrative/secretarial. 

It's a harder ladder to climb if you are a woman or minority, but you can do it. 

Just be prepared for a lot of descriptive and prescriptive bias.

#women #gamedev #GameDevPaidMe"
264,SerKnowles,"London, England","Looking through the  #GameDevPaidMe tag is really something... I really appreciate people being open about this. Makes AAA seem pretty appealing but I love working on indie stuff in small teams, which is what my skillset is better for."
265,SNazerine,chowder county,"it's really easy, as an engineer in the game industry, to look at #GameDevPaidMe and go ""wow, I'm overpaid""

but I think the important thing to realize is that even engineers are underpaid, and then to think about how underpaid everybody else must be in comparison"
266,Vialixia,"England, United Kingdom","I cannot fully remember my job titles and salaries but I think it was something like #GameDevPaidMe 

(£) UK

QA Tester was 14k
Junior Associate Producer was 18k 
Associate Producer it gradually increased until I ended up with 30k (6 years experience)"
267,PerilsPixel,,#GameDevPaidMe um 0$ and 0 cents.  I'm not good enough to even have a commission sheet yet much less make games.
268,MagusSerling,"California, USA","#GameDevPaidMe Just a reminder to everyone who isn't familiar with the gaming industry: They made 120 Billion dollars last year. It's expected to be 180 billion by 2021.

To give perspective. All of Disney is worth 130 Billion.

Please pay your workers what they're worth."
269,fuchstraumer,"Capitol Hill, Seattle, WA","looking at #GameDevPaidMe, it's outright appalling how much less we pay artists than engineers for positions. it's inexcusable, and continues to feed toxic narratives that value engineering over art"
270,purrsneakitty,"London, England / From Vienna","Loved the work, but damn:
#GameDevPaidMe £22k/year for fulltime marketing, PR, social media, convention organising, and some CM, FB ad manager &amp; Play Store analytics - NYC remote via London: no benefits, no overtime"
271,BenHewer3D,"Seattle, WA",Damn #GameDevPaidMe none of us are getting paid enough huh
272,Greenhxwk,#iTzFam - @iTzOfficial1,"#GameDevPaidMe

NASA JSC intern: Designer &amp; programmer - $6000 internship /3 mos (don’t know hourly)

....
That’s all I have I’m trash 😂"
273,scar3crowdotcom,United States,"#GameDevPaidMe as QA, wait, you guys are considered part of the team?"
274,designCaitlin,London,"I can contribute! #GameDevPaidMe
Internship 2012: £7.50 an hour 🤭
Msft intern 2014: £18.5k in central London 😭
Mobile UX in Sweden: from £33k to £42k ish plus bonuses

Suffice to say the startup scene pays better, but these experiences taught me a lot. And I negotiated!"
275,Justinoaksford,IG: justinoaksford,"#GameDevPaidMe 
Cis white male Concept Artist, Seattle

2008, (Austin)- Intern, 8.50\hr 
2010-2011, 343i- Summer Intern, 23\hr 
2012-2016 @ MS, Artist II 95k-113k
2016-2017, Freelance 54k yearly total (50\hr)
2018 First Strike Games, Sr. Concept 87k
2019 Freelance, 45\hr-80\hr"
