,user,location,text 
221,TheRevSpyro,Hell,I'm scratching my head at #GameDevPaidMe - so #GrandmasBoy was true???
222,Gr8saiyaman88,Middle-earth,"I'm on the fence with #GameDevPaidMe I feel it's in bad taste to share salary, but here's the rare occasion where said information can be useful to others. 

For aspiring writers/narrative designers, especially indie and remote, I will say that for years I made just enough... (1)"
223,nephelomancer,,"#GameDevPaidMe 
I'm a queer Black/Latinx artist (38) in SoCal!🌩️

03-04 Troika - Concept Art/VFX - $50-55k
04-07 Obsidian - "" - $70k-80k
07-12 Obs - Art Director - $88k-110k
12-19 TRS - Concept/VFX/AD - $110-130k +bonuses
20 TRS - VFX - $149k +bonuses +freelance = $190-210k-ish? https://t.co/i8JVh1FPOa"
224,Spriteborne,"Philadelphia, PA","#GameDevPaidMe Tabletop numbers, self-published: About $1,000-$1,200 per major event (SXSW, PAX), about $200-$500 for smaller stuff. None of my games have cracked $10k lifetime and Kaiju Stadium put me about $3,000 in debt. Gross numbers, not net"
225,captainhimbo,,"#GameDevPaidMe 
$0. nothing! I'm a self-taught trans dev &amp; have never been hired anywhere I've applied.

so the past few years I've been working on my own stuff. I specialize in 2D &amp; 3D with a lil scripting &amp; audio design. here's some of what I'm working on now 1/? https://t.co/WCJeYB9UUA"
226,artisdumb,Seattle,"#GameDevPaidMe 

2015-16 freelance $1000 a month
2016 coffee shop and postmates for minimum wage
2017 mobile startup $75k + benefits
2018-2019 EA/PopCap start $82k and ended at $105k + benefits, no bonus
late 2019-current QAG $85k + benefits"
227,v21,"London, UK","#GameDevPaidMe 
2011: £21.5k /year
2012: 20,000 DKK /month (freelance)
2015: £25k /year + shares
2017: same job as ^^, but part time: £42k FTE
2019: £100k /year + options &amp; nicer benefits"
228,supertrucker,"Philadelphia, PA",Game dev pays way more than truck driving it seems.  #GameDevPaidMe
229,hippowombat,"Longview, WA",#GameDevPaidMe enough through secondary pursuit &amp; income to take my family to Disneyland.
230,ShadowAuthor,Not where I want to be,"@HailstormDavid Yo, next AAA Dev making 6 figs (or close to it) complain about crunch time or not getting paid their worth is getting a throat punch from me. I've got decades more exp than you do in adjacent fields, making 1/3 the money. Cry me a river. You chose this path. #GameDevPaidMe"
231,DevinElleKurtz,"Burbank, CA","#GameDevPaidMe 

2015-2017: Usually less than $25/hour, was barely livable in LA

#AnimationPaidMe 

All for BG paint or design, freelance was hourly but within ranges 
2017: 1750/week
2018: 1850/week
2019: 1850-2000/week
2020: 2100-2200/week

(White / 23yo / F)"
232,ianipoos,,"#GameDevPaidMe 

In 2007, I was paid ~$28-30k AUD to be an intern/admin at Interzone Games.
2010 rolled around, and I earned min wage ($11-12/h USD) at Namco Bandai as a QA Tester.
2011 I earned ~32k NZD as a QA Tester at CerebralFix, before moving to ~35k NZD for Production."
233,Tyler3DArt,Washington,"#GameDevPaidMe

2008-2011: gaming school TA/production artist -$1k
2011-2012: WXP games, 3D Artist, $1k
2013-2015: Hidden Path, Environment Artist- $45k-$47k+ benefits
2017-2018: Amazon, Senior 3D Artist (1099 contract), $90k 
2018-Current: Oculus, 3D Artist- $37/hr (contract)"
234,NucleicGames,,"#GameDevPaidMe:

intern, Spinature, 2019: $0/hr
Voice Actor, SEP, 2017-2018: $0
Coder/Designer/Writer/Director, Crossover Club, 2017-2020: $0
Writer/Designer, The Cluckinverse, 2017-20XX: $0
Editor, Biggie's, 2018: $0

@ivannugget122 @NTG129 @ToonsterGames @BlazeChan_YT"
235,Leonic458JF,,"#GameDevPaidMe
Is this is why we're getting half ass games, that are unfinished"
236,coil780,,"Not pictured: from 2007 through 2014 I was unemployed for about 25% of the time, the longest individual stretch being 9 months.

#GameDevPaidMe"
237,Bunkone,"Windsor, Ontario",I use to work for a company that got hired on from Activision in 2011 for CODMW3 and CODELITE. As a phone support agent. Got to play cod while working. Paid 11$ /hour #GameDevPaidMe
238,Himederp,Vancouver,"#GameDevPaidMe
2017 - production artist $43.5k
2018 - vfx artist $48k
2018 - vfx artist $55k-$75k + profit sharing bonus
2020 - vfx art lead $90k + profit sharing bonus

Not disclosing my past companies in case of nda violations."
239,xavierck3d,"Burbank, CA",As the person who started this (AFTER seeing #PublishingPaidMe — credit where credit's due) the fact that #GameDevPaidMe is trending warms my dead little heart https://t.co/zCe6j1QXP5
240,misteranderbro,,"#GameDevPaidMe 

QA: now $14.50/hr"
241,ckjong,,"#GameDevPaidMe 

Haven't worked in the industry long enough to have much useful data (it's been about 8-9 months), but I currently make $35 CAD/hr doing freelance pixel art for indies and non-profits."
242,shaunk16,Ontario,Will a guy like @Neil_Druckmann jump onto this hash tag?  #GameDevPaidMe
243,kaynSD,Sweden,"The #GameDevPaidMe hashtag is mostly making me glad I've been on the periphery in the web, convention and gambling industries. All of which are games, none of which are the games industry.
You all deserve so much more."
244,ZombieDawgs,,"#GameDevPaidMe 

Junior Environment Artist for VR Marketing, London-ish - $25k y/r
Junior Environment Artist for Video Games, Montreal - $31k
Started @Switchboard_ST, London (Zone 2)- $22k in my first year, extremely inconsistent income. 

My overall thoughts? 👇"
245,Vintires,in your computer,Glad to see #GameDevPaidMe trending. Hopefully we can figure out the right pay for people in the games industry.
246,MAKOHOUSE,"Ontario, Canada",The day after i tweet this and #GameDevPaidMe is trending; I ain't lying about entertainment industry being heckin underpaid in some parts
247,Highwire4,"Annapolis, Maryland",Just to add to the convo of #GameDevPaidMe I started out at 33k a year and at most ever made 39k.
248,jppfeil,,"I gaze at #GameDevPaidMe and I fear that my strive to get a job in game design is...... Not worth the troubs... Thanks, Corporate greed!"
249,LostNotAtSea,"apocalypse, haven't you heard?","dunno if people are doing the #gamedevpaidme for indie work, but it paid a little so why not:
* 2016: released a game around rory's story cubes (with permission): ~$250
* 2018: designed a game around my own image cards: ~$50
* 2020: designed a tomogachi-inspired digipet game: ~$5"
250,valla_chan,Are we in Valhalla yet?,"#GameDevPaidMe nothing, because apparently neither creating an original IP or a spinoff work on the Source Engine warrants being able to pay your bills (nor does creating high effort mod content). We are living on unemployment currently, due to the job loss during the pandemic."
251,strawberriayumi,"El Paso, TX",#GameDevPaidMe so do I study game industry to be part of company’s or no? https://t.co/anHR2FgL65
252,NOTxNSANE,,"#GameDevPaidMe around 320 USD/month working for EA as QC, remotely (.ar). 3 years in.

Fun Fact: due to hyperinflation, today that would be 36 USD/month, lol"
253,insanelyanarchy,United States,"people in the #GameDevPaidMe tag complaining about wages, man just come to PA, we're still $7.25 an hour min wage. I was getting paid $8 an hour working for Spectrum, granted my job wasn't THAT vital but yeah. Big corporations with lots of money screw every peon working for them."
254,BrendanLoBuglio,"Los Angeles, CA","#GameDevPaidMe!
- Student assistant: $12/hr
- Gameplay programmer(GP): $25/hr 1099
- GP: $26/hr 1099 for 4 mo, then ~$58K W2 salary
- GP: $40/hr 1099 for 4 mo, then $40/hr as an hourly W2

(White, LA resident, male-presenting to employers, USC games undergrad):

See notes below!"
255,dislekcia,"Cape Town, SA","Here's a South African take on #GameDevPaidMe, roughly converted to annual USD equivalent when earned.
04-16: $0 - community lead/admin
05: $6K - Random dev contracts
06: $30K - I-Imagine
07-17: $10-16K QCF Design
13-16: $140K royalties
18-now: $60K Spry Fox
(notes in thread)"
256,Tophat_Scallop,On a ship bound for glory,"#GameDevPaidMe

Been a professional #indiedev for around three years.

Approx $0.86/hr - Doing... uh... everything.

Total profit - $18,334.23 before self employment/business taxes."
257,PatrickFluke,"Greater Sudbury / Grand Sudbury, Ontario","All you guys sharing your #GameDevPaidMe stuff. I made $4.30 with ads in Nimbus Lagoon in 2016! Technically $0.00 since minimum payout was $100.00, but whatever! Lol"
258,NAGarachtchenko,"Mountain View, CA","Okay so my 1 #GameDevPaidMe experience:

This past year me and a classmate were working on a contract with a local hospital to create a VR game, from concept to final build. 
For 3 months of work (~25 hr/wk) we each got paid 4500 (~15/hr).

(thread) (all photo are of Marco??) https://t.co/fCPGoNzcpv"
259,JoeCaversSound,Los Angeles,"#GameDevPaidMe From my wife, former gamedev/now voice actor Fryda Wolff: https://t.co/nsiBAVzWNp"
260,RoderickHossack,"Seattle, WA","#GameDevPaidMe

$32/h - Software Engineer (Contract, no benefits) @ EA Tiburon in Orlando, FL (2015)

$95k/y - Sr. Application Developer @ En Masse Entertainment  in Seattle, WA (2016-2017)

$0 (for now) - Indie Game Developer @ My apartment

Don't do this shit unless you love it"
261,AnimationMerc,"Santa Monica, CA","#GameDevPaidMe Cis, white male. Base, annual comp.

Animator:
01 50k Santa Monica
Senior Animator:
06 Senior 80k
06 42-46k Eur Amsterdam
08 105k Austin
09 50k Eur Helsinki (Lead)
11 115k Los Angeles
17 135k (Lead)

Director:
18 130k Austin
19 (current) Rather not say"
262,Syphorce,"Yonkers, NY",I am a Systems Engineer with a background in Electrical and Computer Engineering. What would  a #GameDevPaidMe ? Looking to make a horizontal move to the industry.
263,KentBenson08,"Kirkland, WA","Nervous about doing this just being QA and all but... #GameDevPaidMe

QA Tester, 2KGames: $10/hr
QA Tester, Mobius Staffing: $10-$13/hr
QA Tester, Pole To Win: $10/hr
QA Tester, Motiga: $15/hr
Senior QA Tester, Keywords Studios: $13-$15/hr
QA Analyst, NCSoft/ArenaNet: $20-???/hr"
264,polclarissou,he/him,"#GameDevPaidMe cont.
- VR designer at small tech studio: 70K USD/y + benefits
- misc contract work: 150 to 300€ day rate
- current stableish contract: 350 USD day rate
- infrequent exhibition/speaker fees anywhere between 60€ and 300€"
265,polclarissou,he/him,"anyway #GameDevPaidMe, mostly chronological order-
- summer internship, 440€/m
- 2 commissions while student: 2000CAD and 5000€ lump sum
- vignettes postlaunch rev: ~18500€ over ~a year
(vignettes was dev'd on savings, while student/waiting for visa, enabled by fam support)"
266,ashleyruhls,"Austin, TX","32 year old cis white woman.
#GameDevPaidMe as a cinematic/narrative designer:

2011 BioWare, $12/hr
2012 Trion Worlds $60k
2013 Telltale $45k -&gt; 65k over 2 years
2016 BioWare $37/hr
2017 Telltale (remote), $40/hr
2018 Gunfire $45/hr
2019 Gunfire $75k
2020 BioWare $82k"
267,ARiES_3271,SELF QUARANTINE!!! STAY AWAY!!,"#GameDevPaidMe

Lowkey why I'm getting into Web Development

And game development but hey. steady souorce of income"
268,RumbleMikee,Being myself :),Looking at #GameDevPaidMe is scaring me... im going into this and this does not look good.
269,_archieyates,,"Transparency in the industry is important as it's one of the things that can drive improvement #GameDevPaidMe 

Junior Game Programmer @ Tt Fusion - £21,000
Game Programmer @ Tt Fusion - £25,000 - £26,500
Gameplay Engineer @ Playground - £32,000 - £33,300"
270,lolopop07,,#GameDevPaidMe shit cuz i've never worked for a game development studio or anything remotely game related.
271,AH_Phan,"Melbourne, Victoria","#GameDevPaidMe The trends are interesting, seems like artists are on the lower pay, while designers get the most. Amplified by studio success, and indie studio success (hit games) seems to be highest paying."
272,Sub9Art,New York,"Wait, you guys get actual money? #GameDevPaidMe"
273,BDoodles,"Costa Mesa, CA",And another one: https://t.co/HuWnoRgDpz #GameDevPaidMe
274,george56640796,,Video games are for losers fyi #GameDevPaidMe
275,lindzart,,"I’m no longer in the industry for a multitude of reasons, but felt compelled to share:

#GameDevPaidMe
‘05: 33k/yr The Collective Production Assistant
‘07-‘11: 50k/yr Double Helix VFX Artist
‘11 -‘18: 60-66k/yr Turtle Rock Studios VFX Artist"
276,taro_omiya,Upstate New York,"With one exception, my income largely comes from non-gaming-related software development companies. Still, I appreciate #GameDevPaidMe, and happy to share mine:"
277,AlvinNelson07,USA,"Hmm, let's see. #GameDevPaidMe
I'm 34, 16 year vet as a QA tester, Lead QA, Assistant Producer-&gt;Senior Producer. all in California

QA $8-$13/hr
Lead QA $15/hr
Assistant Producer $35 - 50k
Producer $60-85k
Senior Producer $90-108k 1/"
278,AnimationMerc,"Santa Monica, CA","I'm hesitant to get in on #GameDevPaidMe because I know the internet is full of ""fans"" who don't get what we do and think we are overpaid. But in the interest of solidarity and knowing that this info is usually in back channels..."
279,PuzzlesByJoe,"Atlanta, GA","#GameDevPaidMe
&gt;15 years ago irrelevant.
Worked for PC Casual Download company during Boom.
04: $72K.....09: $108K
Was a Game Developer (Coder/Designer/Story).
Quit at end of 2009 to be indie.
Indie ever since. Lucky, built sustainable business.
&gt;$125K average. &gt;$160K now."
280,JoeCaversSound,Los Angeles,"#gamedevpaidme All jobs from when I was UK-based. White cis male. All in house.

Traveller's Tales 2011-2012: £18k - ~£21k (overtime + bonuses)
Rocksteady 2012-2014: £23.5k - £24750
Rockstar North 2014-2016: £30k - £31k (fuzzy on the 2nd number).

Can't talk about current CA job."
281,Wunkolo,"California, USA","The CEO of a company I worked for said shit like ""Artists are so greedy, Programmers raise the value of a company by 10 percent every two weeks, artists barely add anything""
Left soon after.
#GameDevPaidMe"
282,matthewmwhite,"Erie, PA","#GameDevPaidMe

Fine I'll bite. White Male, Ph.D. 

Indie studio since dissolved in Canada: 25K (USD) 
Teaching game design/programming Penn State (55k-&gt;78k) over 6 years 
Volition Data Science 98k 
PlayStation DS 114k 
Keywords DS 90k 
Whitethorn CEO - 0-&gt;15k-&gt;60k (4 years)."
283,nawafbahadur,"Toronto, Ontario","#GameDevPaidMe
All In CDN; male POC; 
So far I've only freelanced with small indies. No AAA dared to hire me. ""Not a cultural fit"" I'm told...
2017 - Jr Level Designer - Indie studio - $14
2019 - Tech. Level Designer - Indie studio - $20
2020 - Level Designer - Indie Startup- $18"
284,fraser_healey,,"#GameDevPaidMe

Going to college, studying Computer Science.
Currently working in Unity, C#, in my own time.
I'm starting to regret my decision of getting into Unity after reading #GameDevPaidMe. https://t.co/5goeqh1GEP"
285,ghosthousecat,,"I’ve worked for some studios that are no longer around as well.

Me: white, cis, present as straight, no college degree, 10 years experience 

Ubisoft: 58k
Unity: 110K

happy to answer questions, i am in tech adjacent roles but am not in a technical role

#GameDevPaidMe"
286,michael_kamper,Northern California Chicagoan,Another thing to keep in mind regarding #GameDevPaidMe is that most major companies have general info about industry salary data through a company called Croner.  It's not specific people's info but they do share and receive breakdowns by discipline and location.
287,eyetosky,"Boston, MA","Primary thing I wanted to note through #GameDevPaidMe was that my first industry job salary was 28k/year, no healthcare.

... Not including that period of 3 months where we didn’t get paid at all, and the CEO walked around and put a bottle of whiskey on each of our desks instead."
288,Wunkolo,"California, USA","An angel-funded startup hired me straight out of school and got me ""on sale"" for a year at a ridiculously low rate for my skillset because I didn't realize my worth until much later(imposter syndrome).
Class of 2020 take note and don't undersell yourself.
#GameDevPaidMe"
289,Vasooki,THE SOUP STORE,"#GameDevPaidMe

2018 - QA - 12$/hr, didn't take benefits
2020 - QA - 15.57$/hr, fully paid benefits

QA honestly deserves to be paid more."
290,ItsJohnnyOwens,"Austin, TX","I'll add to #GameDevPaidMe

Volition - Gameplay Programming Intern - $15/h
GameSalad - Junior Engineer - $44k/y RFT
BioWare Austin - Platform QA Tools Engineer - $25/h TFT
Volition - Associate Programmer III - $61k/year RFT
Sledgehammer Games - Audio Scripter - $30/h TFT"
291,TiceTunes,,What #GameDevPaidMe is showing me is the enormous benefits that could be gained from international unionization of the whole job sector. With an international union organization it'll be a lot harder to union bust than localizing it per country.
292,arachonteur,pfp @bwappleart,#gamedevpaidme just short of three hundred dollars over 2 and a half years of pwyw games
293,mediocreapple,"Montréal, Québec","#GameDevPaidMe 

in CAD:

24-31k - community manager, content moderator &amp; customer support over 7 years

37,5k - community coordinator

that being said, it's important to consider that my position right now is at a non-profit organization with limited resources!"
294,KatieDeSousa,Greater Vancouver,"#GameDevPaidMe continued:
Phoenix Labs / Vancouver
130k Associate Art Director 
160k Art Director

My career pivoted into leadership roles as I became increasingly passionate about creating environments where people have psychological safety, and can be vulnerable &amp; open."
295,NEAmilli,ライジングハスラーの土地,#GameDevPaidMe Yikes I could had a whole team on payroll when I was up 😩
296,ChasingPolys,"Kissimmee, FL","I don’t think I have enough experience to talk about the #GameDevPaidMe situation, but all the talk about struggling to live in LA with a seemingly decent wage is kinda scary. I would have gotten around 60k if I took a job there, but rent alone would be a massive struggle"
297,thatkimparker,"Vancouver, Canada","#GameDevPaidMe
Cis white bi woman

Game Art Intern - $0/hr ☠
Concept Artist (student) - $25/hr
Concept Artist - $36/hr
No benefits, no crunch, paid OT, vacation pay folded into paycheque"
298,screenshotrian,"Washington, USA",Going through the #GameDevPaidMe &amp; #AnimationPaidMe tags have really improved my confidence when it comes to negotiating. It has also solidified the idea that internships do not pay enough.
299,MissMaraMayhem,"Atlanta, GA",YA'LL I Just applied for my DREAM JOB with @KontrolFreek here in ATL. I know I'd go above and beyond for them but I thought I might show them all the folks that believe in me! LIKE &amp; RETWEET to show 'em I'm worth it !!!!! #GameDevPaidMe
300,Kanikou,"Sapporo, Japan","As this is trending I'll dip back into my past, can't be too specific though as this was during the 90s-early 2000s;
Square(pre merger) QA: $11/hr (USD)
Square(pre merger) Localization: $30-75k (USD)/Project specific #GameDevPaidMe"
301,CaptainJeoy,"Lagos, Nigeria","The fellas from #GameDevPaidMe are mostly employees from AA to AAA companies, which is a great thing for aspirants about working in one. But what I'm most concerned with is #IndieGameDevPaidMe Indie devs, let's hear your story!!! How's the solo act?!!"
302,R_Cadey,"Portland, OR","#GameDevPaidMe 
Amounts in USD, in the US, as a white amab nonbinary person

40k / yr - junior developer/designer
60k* / yr - contract developer

*I was paid at a rate that I would make 60k if I worked full time for a year, but my hours varied a lot. It wasn't salary."
303,Kurisama91,"Albany, Oregon","Basically since I've been indieing since 2013 I'll just go by years.

2013-2016 (No release): $0
2016: 600 a month
2017: 700 a month
2018: 1000 a month
2019: 1,300 a month
2020: 800 a month

I have been offered 75k a year for a job at a mobile game company before.
#GameDevPaidMe"
304,kingofarabi1,Question Mark,"#gamedevpaidme

Salty opinion maybe: pay transparency is only part of the problem.

Offered salary job, but less than I was worth. Asked 10-15% more (what they told me was the top of the range for the role), sent them a salary survey that reinforced that.

The job dissapeared."
305,adilgamedev,"Toronto, Ontario","Don't get mad guys, money in CAD

2018: $20 - Pre made scene and 2 materials I made, someone liked it and bought it off me
2019: $200 - Making a scene in ue4 for a youtuber.

#GameDevPaidMe"
306,NAAAASHE,Not in the naughty corner. ,#GameDevPaidMe has officially crushed my video game making dreams. Now shifting into data science and automation.
307,shdwcat,"Seattle, WA","#GameDevPaidMe
(Hispanic/white, queer, woman)
Numbers are half-remembered, all at Bungie over the course of seven years:
$13-17 per hour - Tester
$18-29 per hour - Production Engineer
$84k+ per year - Software Engineer (starting salary)
$160k+ per year - Senior Engineer"
308,bombsfall,The Paris of Appalachia,the #GameDevPaidMe etc tags are awesome and that knowledge is potentially super powerful
309,vidgamenate,Canada,"#GameDevPaidMe is scaring me a lil'
I'm going into the Game Industry as it's my uni major.

Luckily I'm still looking for flexible options so I can't screw up my future."
310,xoAssassino,"North Carolina, USA","Me: I definitely want to get into Narrative Design and join a team to make some memorable stories and games!

Twitter: *#GameDevPaidMe trends* https://t.co/xbK41E7SjZ"
311,BDoodles,"Costa Mesa, CA","Yeah I’m not going to post my last two titles because we already have plenty of things to be depressed about.  (~15yr exp/ latinx/ in CA) #GameDevPaidMe

Instead I’ll leave this for educating purposes. Its a process but I’m hopeful change WILL COME.

https://t.co/abqFDQi0RW"
312,AmandaDoiron11,"Vancouver, British Columbia","Going through #GameDevPaidMe and remembering the time at Microsoft a male writer with less experience than me shared his salary. It was quite a bit more. Talked to Aquent about it during contract negotiations and they scolded me, twice, saying sharing salaries is unprofessional"
313,Dmellott11,"Atlanta, GA","Sharing my own #GameDevPaidMe in the hopes that others can use it as a ballpark for themselves. 

Salaries + additional details and life background in the thread.

Get paid, friends. ✌️

#gamedev"
314,jeflown,,"People hashtagging #GameDevPaidMe with these numbers, talking about being underpaid. And some are, no doubt.

Meanwhile I'm willing to bet the ""essential"" workers are eye rolling at those 45k+ salaries when they make only half that while being ""ESSENTIAL""."
315,CliftonB,Pacific Standard Time,This whole #GameDevPaidMe talk is confirming what I've been learning for the past five six years: it would be nearly impossible for me to work at a game studio and make enough to fund the game I'm working on. I have to stay out of games to be in games.
316,StealthyMoose,Forest next to tranquil stream,"#gamedevpaidme

USD annually, cis white man, bachelor’s in CSEN in 2009

2011 - SF - Gameplay Programmer - 95k
2012 - SF - iOS gameplay programmer - 105k
2012 - SF - Sr Software Engineer - 150k (later promoted to Principal @ 165k) - lots of RSUs as well

(Cont...)"
317,Clammiee,Canada,"#GameDevPaidMe less than 100$ with two years experience. Of course I expect it to go a bit higher within these next years. 

I just hope that the non-game devs out there don't see this hashtag and think that we're balling with money 💰, cause in most cases, we're not 💁‍♀️"
318,folmerkelly,"Valencia, Spain","as a solo dev studio or whatever i don’t have anything to add, my income fluctuates wildly, but i just want to say #GameDevPaidMe can be a valuable resource for ppl freelancing or getting into the industry. just keep in mind countries &amp; privilege can skew experience"
319,jimtoepel,"Redmond, WA","CisDude:

(0) Rocket Scientist - 60
(2) Hardware Dev Manager - 60
(4) Lead Designer + Manager - 85
(5) UX Designer - 110
(6) Prd Manager - 90
(7) Director of Prd Design - 140
(8) Design Contractor - 1k/day
(9) Sr Prd Manager - 185
(10) Aerospace Prd Manager - 150

#GameDevPaidMe"
320,letkma,calgary canada,"#GameDevPaidMe if you ever feel like you're asking too much, do it anyway and donate the rest: I guarantee you know what to do with that money better than EA does.

do it for your friends: accepting less devalues what they get paid too.

it's our moral duty to lift each other up"
321,letkma,calgary canada,"#GameDevPaidMe mid-senior 3D artist / asset creation.

being only barely in game dev I can say my freelance rates for game-specific firms do seem to be lower than other tech and corporate gigs, but I wouldn't go below $500 USD/day, more for big companies.

raise your rates!"
322,TAS_DIce,,"Ik I am using the # wrong but can any1 help me, I plan to become a game dev but am going to be a senior in high school w/ plans to go to Purdue to learn, but how could I get started after college? Like where I can go to apply or anything/extra notes I would need? #GameDevPaidMe"
323,Fluffy_HappyCat,"Washington, USA","#GameDevPaidMe 

2019/2020 2D Character Artist: 1050 USD per character. 
2020 Freelance: 30 USD per hour. 

I just entered the game industry, so I don’t have much of a history. 
My goal is to get paid 60k with benefits. One day! 😭"
324,poik007,"Montréal, Québec, Canada","oh yea #GameDevPaidMe 
In canadianian dollars
2015: Mobile Games Programmer: 48k
2016-2019: Mobile Games Lead: Went from 60k to 72k
2020: Mobiles Games Programmer: 70k"
325,blackflypress,"Los Angeles, CA",wow. #PublishingPaidMe &amp; #GameDevPaidMe are some fuckin eye openers!!!
326,WillSeattle,Seattle,Actually I ran the firm when I was doing it #GameDevPaidMe
327,DamienTerre,In the void,#GameDevPaidMe After seeing the hashtag im 100% certain QA is underpaid by A LOT especially considering the QA I work with has to test over 7 projects on her own.
328,SNazerine,chowder county,"anyway, #GameDevPaidMe:
(I've only worked at Riot)
2016: intern, $32/hour
2018: associate engineer, $128k
2019: still associate engineer, $144k
2020: software engineer 2, $164.5k
I don't think I am providing more value to the company than an artist, designer, QA lead... 🤔"
329,stabletorus,batjokes hell,"#GameDevPaidMe $45-65k as content marketing specialist (copywriting/asset creation/campaign management etc.) at a AAA studio

if anyone has any questions about this line of work DM me and I'll answer as best I can"
330,JonSKwhoa,Massachusetts,Reading #GameDevPaidMe hurts lol. Makes me rethink the dumb game I'm slowly working on.
331,CulturalGeek,,"#Gamedevpaidme 
(Note: Studio jobs inc health insurance)
~2004 In-Game CS at Mythic 28k
~2005 Designer at Mythic 33K 
~2006-10 Designer (EA bought Mythic) $17-25/hr
Freelance writing/design $15-50/hr 
~2011-2014 Designer Carbine NCsoft 65-70k
Freelance Writing/design $65-200/hr"
332,Trogdor_6,2018,"#GameDevPaidMe is trending and...I these are all what I already expected? Idk, it's weird seeing some people complain about it but I honestly have no idea how good or bad it is really"
333,GWSsinclair,American Samoa,"#GameDevPaidMe Hi! I run the GWU Game Writers Survey! We collected salary and QOL data for game writers in 2019, &amp; are releasing our report this year!

Anyways, here's a master thread of game salaries and salary info to help people compare the data they're seeing with past data. https://t.co/JJJpMxDHSJ"
334,Scumhead1,,"#GameDevPaidMe 

Been doing indie shite for about 5 years and I've probably earned about 1,500 bucks

Only sold one game ever tho"
335,RythianPlays,"New York, NY","#GameDevPaidMe 

2017-2018: $20/hour - Motion Capture @ Activision Blizzard 
2020: 120K - Director @ can't be named studio"
336,TheHornetsFury,Cornfields ← Chicago ← WI,As people look at #GameDevPaidMe it is good to remember that jobs in similar tech fields typically make more $$$.
337,AnTimNguyen,,#gamedevpaidme is gonna make so many workers shop around in the upcoming months.
338,TheVTran,"Montréal, Québec","#GameDevPaidMe

All w/ benefits, cis ♀️, POC. All salaries CDN as a Community Dev in Montreal. 

2016-17, Player support company: $30k and they tried to NOT pay me an agreed upon $35k after probation, but luckily I kept the emails 😒
2017-18, Kitfox: ~$40k
2018-now, Kitfox: ~$50k"
339,solidember,"Halton Region, ON","#GameDevPaidMe well this is more of a question.

For my current/former Valve devs out there, how much did you get paid for working on games like Half Life, and Team Fortress?

Genuinely curious"
340,Slaktus,"Barcelona, Spain","#GameDevPaidMe €40 per hour on current project. Bumping to €50 on next because life is too short. At the moment I am 70% personal project with art funding and 30% contract work so monthly income is €5000-6500 depending on hours worked. Comfortable, but not high."
341,yaustar,UK,"Anon Game Dev salaries can be found here: https://t.co/kgyHihHNT4

#GameDevPaidMe"
342,scowlingamercat,"Bay Area, Califorina","#GameDevPaidMe ....

exactly 0$ and two years of massive depression since graduation 5 years ago"
343,K4lul0su,,"#GameDevPaidMe 
Associate Technical Director, Paris
Ubisoft year 0 &gt; 37 k€
year 1 &gt; 39 k€
year 2 &gt; 42 k€

They did take into account my 3 years of non-gaming experience as well, so that helped."
344,yaustar,UK,"#GameDevPaidMe 

London:
2010 (Senior Programmer): £40k
2011 (Senior Programmer): £43k
2013-2017: £??? (Multiple roles) 
2017 (Lead Programmer): £65k
2018 (Startup): £???
2019 (Senior Programmer/Project Manager): £75k
2020 (Partner Engineer): £???"
345,DamianSommer,"Toronto, Ontario, Canada","Seeing some of these #GameDevPaidMe numbers though, GLOAM's rate (which is the same for everyone) really isn't nearly as bad as I thought, especially for a fairly chill, flexible, accepting work environment. I hope to be able to grow it eventually."
346,Physicalpariah,,"#GameDevPaidMe

Sydney Australia, wages in AUD.

Artist intern 2012 $0
Artist contractor 2012-13: $20/hr max $400 per week.
Artist / team Lead 2014-15 $45,500 p/a 
Graphic design / game dev contractor 2015-17 $25-50/hr
Game dev 17-now 80k p/a

*all pro-rata at 4 days /week"
347,confusedzombi,,"#GameDevPaidMe Showing why small and one person indie studios really took off despite the obvious risk. Industry for experience, small business for success."
348,GWSsinclair,American Samoa,"#gamedevpaidme Here's a thread with the main sources for data on game devs in general. In addition to pay data, you might find lots of contextualizing stuff in there too.

https://t.co/Po7t9Io0Np"
349,derpzila,The internet,"#GameDevPaidMe damn, its humbling reading what people are paid, both right and the low, massive discrepancies,  and then theirs me and my buddy happy to make $16/mo on patreon while we work away between ourselves."
350,ZombifiedSpartn,,Looking at the #GameDevPaidMe posts and realizing that it was probably a smart idea to abdandon programming and instead go for a communications major. Glad I made that choice when I did! https://t.co/buffotwGUv
351,SamSantala,"Dublin, Ireland",Seeing all these posts on #GameDevPaidMe and as a European Concept Artist I'm suddenly feeling very justified in my freelance rates.
352,qcfred,Hell,#GameDevPaidMe Was paid 13$/h as a QA while studying in school. It was a fun job and glad i had it and the pay was more than minimum wage at the time. I didn't expect to make some crazy salary. If you are 40 still doing this learn to code or something to me it was a student job.
353,RiotNekomaru,Los Angeles,"#GameDevPaidMe
Gearbox:
08/11, QA Tester (when I started) - $8 an hour, no benefits
01/14, QA Tester (when I left) - ~$15 an hour, no benefits
Riot:
01/14, QA Analyst - $18 an hour, full benefits
[3 title promotions &amp; 6 annual raises later]
Current - ~$104k salary, full benefits"
